Date,Product,Region,Quantity,Unit_Price,Discount,Total_Sales
2023-02-02,Headphones,South,14,718,10,9046.800000000001
2023-02-02,Keyboard,East,14,382,15,4545.8
2023-02-02,Headphones,South,6,758,10,4093.2000000000003
2023-02-02,Laptop,East,5,47,5,223.25
2023-02-03,Laptop,East,12,556,0,6672.0
2023-02-03,Headphones,West,4,1437,10,5173.2
2023-02-03,Laptop,North,18,130,15,1989.0
2023-02-04,Laptop,West,19,444,20,6748.8
2023-02-04,Monitor,South,2,1486,10,2674.8
2023-02-04,Headphones,South,5,1420,0,7100.0
2023-02-04,Headphones,South,6,643,15,3279.2999999999997
2023-02-05,Laptop,East,3,262,20,628.8000000000001
2023-02-05,Monitor,West,6,1365,15,6961.5
2023-02-05,Monitor,East,4,665,0,2660.0
2023-02-05,Keyboard,South,2,866,10,1558.8
2023-02-05,Mouse,East,13,1343,20,13967.2
2023-02-06,Monitor,East,1,551,0,551.0
2023-02-06,Monitor,East,1,109,20,87.2
2023-02-06,Keyboard,East,4,864,10,3110.4
2023-02-06,Keyboard,North,6,709,5,4041.2999999999997
2023-02-07,Mouse,West,2,32,5,60.8
2023-02-07,Monitor,North,5,348,0,1740.0
2023-02-07,Laptop,East,15,1462,0,21930.0
2023-02-07,Headphones,South,12,353,20,3388.8
2023-02-07,Keyboard,North,2,607,10,1092.6000000000001
2023-02-07,Keyboard,North,8,1363,15,9268.4
2023-02-07,Headphones,West,11,892,20,7849.6
2023-02-08,Keyboard,North,5,24,10,108.0
2023-02-08,Keyboard,South,4,620,20,1984.0
2023-02-08,Mouse,North,18,315,10,5103.0
2023-02-08,Headphones,South,1,1066,0,1066.0
2023-02-08,Laptop,North,1,1026,5,974.6999999999999
2023-02-08,Headphones,West,8,1082,10,7790.400000000001
2023-02-09,Keyboard,West,10,1491,15,12673.5
2023-02-09,Headphones,North,7,942,15,5604.9
2023-02-09,Headphones,South,1,1040,20,832.0
2023-02-09,Keyboard,East,1,1297,15,1102.45
2023-02-09,Mouse,South,5,884,20,3536.0
2023-02-10,Headphones,West,15,1200,20,14400.0
2023-02-10,Headphones,East,4,863,20,2761.6000000000004
2023-02-10,Mouse,East,19,774,15,12500.1
2023-02-10,Monitor,South,11,1326,20,11668.800000000001
2023-02-10,Monitor,East,10,891,5,8464.5
2023-02-10,Keyboard,West,13,977,5,12065.949999999999
2023-02-11,Laptop,East,8,847,10,6098.400000000001
2023-02-11,Monitor,West,4,1027,15,3491.7999999999997
2023-02-11,Headphones,West,5,146,5,693.5
2023-02-12,Monitor,East,9,1033,10,8367.300000000001
2023-02-12,Headphones,South,8,1340,10,9648.0
2023-02-12,Laptop,South,5,1448,5,6878.0
2023-02-13,Laptop,North,19,955,20,14516.0
2023-02-13,Laptop,North,9,221,15,1690.6499999999999
2023-02-13,Laptop,North,9,594,15,4544.099999999999
2023-02-13,Laptop,South,11,405,5,4232.25
2023-02-13,Keyboard,South,17,659,10,10082.7
2023-02-13,Keyboard,West,19,1225,0,23275.0
2023-02-14,Headphones,West,1,196,20,156.8
2023-02-14,Keyboard,South,18,1092,0,19656.0
2023-02-14,Monitor,North,17,167,15,2413.15
2023-02-14,Headphones,West,17,346,0,5882.0
2023-02-14,Headphones,South,19,971,10,16604.100000000002
2023-02-14,Headphones,North,13,305,10,3568.5
2023-02-15,Laptop,South,19,1218,5,21984.899999999998
2023-02-15,Mouse,South,17,133,10,2034.9
2023-02-15,Monitor,North,8,944,10,6796.8
2023-02-15,Mouse,South,19,181,15,2923.15
2023-02-16,Monitor,West,18,1434,20,20649.600000000002
2023-02-16,Laptop,North,3,462,20,1108.8
2023-02-16,Laptop,East,5,598,10,2691.0
2023-02-17,Monitor,East,8,1461,10,10519.2
2023-02-17,Keyboard,West,4,184,20,588.8000000000001
2023-02-17,Mouse,East,10,794,0,7940.0
2023-02-18,Keyboard,West,19,1328,15,21447.2
2023-02-18,Mouse,South,1,834,20,667.2
2023-02-18,Monitor,East,10,1042,5,9899.0
2023-02-18,Keyboard,East,12,280,20,2688.0
2023-02-18,Laptop,South,12,873,15,8904.6
2023-02-18,Laptop,South,14,147,0,2058.0
2023-02-18,Mouse,East,17,545,0,9265.0
2023-02-19,Headphones,North,7,1244,10,7837.2
2023-02-19,Monitor,South,13,629,20,6541.6
2023-02-19,Keyboard,South,18,147,20,2116.8
2023-02-19,Mouse,West,9,953,5,8148.15
2023-02-20,Headphones,North,6,1421,15,7247.099999999999
2023-02-20,Headphones,South,6,750,5,4275.0
2023-02-20,Monitor,North,7,925,20,5180.0
2023-02-21,Mouse,North,14,149,15,1773.1
2023-02-21,Keyboard,North,19,712,15,11498.8
2023-02-21,Keyboard,South,11,1339,10,13256.1
2023-02-22,Laptop,East,7,763,10,4806.900000000001
2023-02-22,Mouse,East,15,683,20,8196.0
2023-02-22,Laptop,South,4,770,15,2618.0
2023-02-22,Keyboard,East,11,977,10,9672.300000000001
2023-02-22,Headphones,East,2,220,5,418.0
2023-02-22,Mouse,North,9,732,0,6588.0
2023-02-23,Laptop,North,11,61,0,671.0
2023-02-23,Keyboard,East,18,1272,15,19461.6
2023-02-23,Monitor,East,6,885,15,4513.5
2023-02-24,Headphones,West,17,976,0,16592.0
2023-02-24,Mouse,North,17,31,10,474.3
2023-02-24,Headphones,North,5,393,0,1965.0
2023-02-24,Mouse,North,12,508,20,4876.8
2023-02-24,Mouse,East,10,1059,0,10590.0
2023-02-25,Headphones,South,7,354,20,1982.4
2023-02-25,Laptop,East,16,846,20,10828.800000000001
2023-02-25,Mouse,East,7,1014,5,6743.099999999999
2023-02-25,Keyboard,South,7,1316,10,8290.800000000001
2023-02-26,Monitor,North,2,150,20,240.0
2023-02-26,Keyboard,West,12,58,0,696.0
2023-02-26,Monitor,North,13,741,0,9633.0
2023-02-26,Headphones,South,12,913,5,10408.199999999999
2023-02-26,Keyboard,South,2,433,10,779.4
2023-02-26,Headphones,North,18,1459,10,23635.8
2023-02-27,Monitor,North,17,496,20,6745.6
2023-02-27,Monitor,North,16,1483,15,20168.8
2023-02-27,Laptop,South,7,359,20,2010.4
2023-02-27,Laptop,South,17,22,20,299.2
2023-02-27,Mouse,West,18,312,0,5616.0
2023-02-28,Headphones,South,15,604,0,9060.0
2023-02-28,Laptop,West,4,1183,10,4258.8
2023-02-28,Mouse,North,5,958,15,4071.5
2023-03-01,Headphones,South,7,583,15,3468.85
2023-03-01,Keyboard,West,19,1409,5,25432.449999999997
2023-03-01,Keyboard,South,9,772,5,6600.599999999999
2023-03-01,Keyboard,West,6,73,0,438.0
2023-03-01,Laptop,East,17,438,5,7073.7
2023-03-02,Laptop,West,3,179,10,483.3
2023-03-02,Headphones,West,15,1132,0,16980.0
2023-03-02,Monitor,South,5,1310,0,6550.0
2023-03-02,Keyboard,East,9,1238,0,11142.0
2023-03-03,Monitor,South,9,59,0,531.0
2023-03-03,Headphones,East,2,1003,15,1705.1
2023-03-03,Keyboard,North,16,933,20,11942.400000000001
2023-03-03,Monitor,West,13,815,20,8476.0
2023-03-04,Laptop,South,8,1344,20,8601.6
2023-03-04,Keyboard,South,3,1083,5,3086.5499999999997
2023-03-04,Keyboard,North,13,1332,10,15584.4
2023-03-04,Monitor,North,16,800,10,11520.0
2023-03-04,Headphones,North,10,375,10,3375.0
2023-03-04,Monitor,East,5,576,5,2736.0
2023-03-04,Laptop,East,10,1437,10,12933.0
2023-03-05,Mouse,West,2,608,20,972.8000000000001
2023-03-05,Monitor,East,2,1267,20,2027.2
2023-03-05,Keyboard,North,9,36,5,307.8
2023-03-05,Monitor,West,13,694,10,8119.8
2023-03-05,Mouse,North,2,1455,15,2473.5
2023-03-05,Headphones,North,4,935,15,3179.0
2023-03-05,Mouse,West,17,543,0,9231.0
2023-03-06,Laptop,South,18,325,20,4680.0
2023-03-06,Monitor,West,3,967,20,2320.8
2023-03-06,Monitor,East,11,1076,10,10652.4
2023-03-06,Keyboard,South,2,1473,5,2798.7
2023-03-07,Monitor,North,3,416,0,1248.0
2023-03-07,Headphones,North,11,903,5,9436.35
2023-03-07,Monitor,South,11,868,15,8115.8
2023-03-07,Monitor,North,15,888,10,11988.0
2023-03-07,Monitor,South,19,1496,10,25581.600000000002
2023-03-07,Keyboard,North,6,1205,20,5784.0
2023-03-07,Keyboard,West,17,812,15,11733.4
2023-03-08,Monitor,West,8,1103,0,8824.0
2023-03-08,Laptop,North,8,610,10,4392.0
2023-03-08,Mouse,West,7,406,20,2273.6
2023-03-08,Monitor,North,3,935,0,2805.0
2023-03-09,Monitor,West,4,540,0,2160.0
2023-03-09,Monitor,East,2,1387,10,2496.6
2023-03-09,Headphones,North,8,293,5,2226.7999999999997
2023-03-10,Headphones,North,1,121,0,121.0
2023-03-10,Keyboard,South,19,1131,0,21489.0
2023-03-10,Laptop,West,14,611,15,7270.9
2023-03-10,Monitor,North,10,955,5,9072.5
2023-03-10,Monitor,North,2,244,0,488.0
2023-03-11,Headphones,South,1,608,15,516.8
2023-03-11,Mouse,South,7,213,5,1416.45
2023-03-11,Mouse,South,15,1013,5,14435.25
2023-03-12,Laptop,West,11,336,10,3326.4
2023-03-12,Keyboard,South,9,793,0,7137.0
2023-03-12,Laptop,South,12,1307,5,14899.8
2023-03-12,Monitor,South,15,270,10,3645.0
2023-03-12,Monitor,West,4,1433,5,5445.4
2023-03-12,Mouse,East,3,1170,0,3510.0
2023-03-13,Mouse,South,11,997,15,9321.949999999999
2023-03-13,Monitor,North,13,1286,5,15882.099999999999
2023-03-13,Keyboard,East,14,1399,20,15668.800000000001
2023-03-13,Headphones,East,19,933,10,15954.300000000001
2023-03-13,Headphones,West,9,1102,10,8926.2
2023-03-13,Monitor,South,19,54,20,820.8000000000001
2023-03-14,Laptop,East,12,881,20,8457.6
2023-03-14,Mouse,North,5,535,15,2273.75
2023-03-14,Monitor,South,18,966,0,17388.0
2023-03-14,Monitor,South,2,597,5,1134.3
2023-03-14,Monitor,South,7,774,10,4876.2
2023-03-14,Mouse,South,12,1280,5,14592.0
2023-03-14,Headphones,East,1,886,5,841.6999999999999
2023-03-15,Mouse,West,14,353,5,4694.9
2023-03-15,Headphones,North,6,1024,0,6144.0
2023-03-15,Monitor,North,15,33,0,495.0
2023-03-15,Monitor,South,7,857,0,5999.0
2023-03-15,Keyboard,North,2,1206,20,1929.6000000000001
2023-03-15,Headphones,East,1,1467,15,1246.95
2023-03-16,Headphones,East,15,306,10,4131.0
2023-03-16,Mouse,East,14,611,5,8126.299999999999
2023-03-16,Headphones,South,12,881,0,10572.0
2023-03-16,Laptop,North,8,991,0,7928.0
2023-03-16,Laptop,West,11,706,20,6212.8
2023-03-16,Monitor,North,17,175,15,2528.75
2023-03-17,Headphones,West,18,353,5,6036.299999999999
2023-03-17,Laptop,East,5,1063,5,5049.25
2023-03-17,Headphones,North,3,217,20,520.8000000000001
2023-03-17,Headphones,East,5,1204,0,6020.0
2023-03-17,Keyboard,South,12,509,15,5191.8
2023-03-18,Mouse,West,11,145,5,1515.25
2023-03-18,Laptop,South,7,1266,10,7975.8
2023-03-18,Mouse,East,12,1337,15,13637.4
2023-03-18,Headphones,West,16,765,15,10404.0
2023-03-18,Mouse,North,1,1034,20,827.2
2023-03-18,Headphones,East,15,1236,5,17613.0
2023-03-18,Keyboard,South,18,1188,5,20314.8
2023-03-19,Monitor,East,8,364,15,2475.2
2023-03-19,Laptop,North,19,1330,20,20216.0
2023-03-19,Headphones,North,2,1029,0,2058.0
2023-03-20,Laptop,North,16,800,0,12800.0
2023-03-20,Headphones,North,9,990,15,7573.5
2023-03-20,Mouse,North,6,513,15,2616.2999999999997
2023-03-21,Mouse,South,13,1020,10,11934.0
2023-03-21,Headphones,East,1,1387,0,1387.0
2023-03-21,Headphones,East,1,1119,5,1063.05
2023-03-21,Headphones,East,1,324,0,324.0
2023-03-21,Keyboard,West,6,1310,10,7074.0
2023-03-22,Mouse,South,9,1046,20,7531.200000000001
2023-03-22,Mouse,West,16,1493,15,20304.8
2023-03-22,Headphones,North,12,1176,5,13406.4
2023-03-22,Headphones,East,12,802,10,8661.6
2023-03-23,Monitor,East,11,1024,20,9011.2
2023-03-23,Keyboard,East,16,1160,15,15776.0
2023-03-23,Laptop,West,11,70,15,654.5
2023-03-23,Headphones,North,19,1377,20,20930.4
2023-03-24,Headphones,West,14,770,15,9163.0
2023-03-24,Keyboard,West,16,125,15,1700.0
2023-03-24,Mouse,South,17,608,15,8785.6
2023-03-24,Mouse,North,11,1306,15,12211.1
2023-03-24,Mouse,East,13,178,0,2314.0
2023-03-24,Mouse,North,10,971,15,8253.5
2023-03-25,Monitor,South,7,1428,15,8496.6
2023-03-25,Headphones,South,15,910,20,10920.0
2023-03-25,Headphones,South,9,1069,0,9621.0
2023-03-25,Mouse,West,10,603,0,6030.0
2023-03-25,Mouse,East,5,69,10,310.5
2023-03-25,Monitor,West,7,1245,0,8715.0
2023-03-26,Keyboard,West,10,1012,5,9614.0
2023-03-26,Headphones,East,17,502,15,7253.9
2023-03-26,Mouse,North,17,681,20,9261.6
2023-03-26,Keyboard,West,7,1203,10,7578.900000000001
2023-03-27,Laptop,South,13,528,0,6864.0
2023-03-27,Laptop,South,3,282,20,676.8000000000001
2023-03-27,Mouse,East,10,1417,20,11336.0
2023-03-27,Laptop,North,11,1018,15,9518.3
2023-03-28,Monitor,South,6,573,20,2750.4
2023-03-28,Monitor,West,5,372,15,1581.0
2023-03-28,Keyboard,North,8,1396,10,10051.2
2023-03-28,Laptop,East,4,580,15,1972.0
2023-03-28,Mouse,West,5,447,10,2011.5
2023-03-29,Mouse,East,12,400,5,4560.0
2023-03-29,Keyboard,South,6,1173,15,5982.3
2023-03-29,Mouse,South,17,373,15,5389.849999999999
2023-03-29,Monitor,South,4,472,20,1510.4
2023-03-29,Headphones,East,15,1036,5,14763.0
2023-03-29,Laptop,East,16,1055,0,16880.0
2023-03-29,Monitor,West,3,256,15,652.8
2023-03-30,Headphones,West,8,1291,15,8778.8
2023-03-30,Laptop,North,6,425,5,2422.5
2023-03-30,Laptop,North,16,479,15,6514.4
2023-03-30,Mouse,North,14,500,5,6650.0
2023-03-30,Headphones,South,9,360,5,3078.0
2023-03-31,Laptop,North,1,854,15,725.9
2023-03-31,Mouse,West,18,330,10,5346.0
2023-03-31,Keyboard,East,5,263,5,1249.25
2023-03-31,Monitor,East,17,61,5,985.15
2023-03-31,Headphones,East,10,153,10,1377.0
2023-04-01,Laptop,East,3,597,10,1611.9
2023-04-01,Mouse,East,18,1249,15,19109.7
2023-04-01,Mouse,West,10,812,20,6496.0
2023-04-01,Laptop,West,14,852,20,9542.4
2023-04-01,Monitor,East,3,921,0,2763.0
2023-04-01,Headphones,North,2,1435,20,2296.0
2023-04-02,Monitor,North,15,1216,15,15504.0
2023-04-02,Monitor,West,13,562,15,6210.099999999999
2023-04-02,Mouse,North,6,691,20,3316.8
2023-04-02,Keyboard,South,2,1103,10,1985.4
2023-04-03,Headphones,East,2,797,0,1594.0
2023-04-03,Mouse,South,11,709,20,6239.200000000001
2023-04-03,Laptop,East,19,1142,20,17358.4
2023-04-03,Laptop,West,14,902,15,10733.8
2023-04-03,Laptop,West,4,804,20,2572.8
2023-04-04,Monitor,North,4,143,5,543.4
2023-04-04,Headphones,West,3,538,10,1452.6000000000001
2023-04-04,Monitor,South,14,474,20,5308.8
2023-04-04,Headphones,South,5,529,5,2512.75
2023-04-04,Keyboard,North,6,680,5,3876.0
2023-04-04,Mouse,West,7,920,0,6440.0
2023-04-05,Headphones,South,18,512,20,7372.8
2023-04-05,Headphones,South,5,192,15,816.0
2023-04-05,Laptop,East,17,719,10,11000.7
2023-04-05,Headphones,West,4,565,15,1921.0
2023-04-05,Monitor,South,8,1270,0,10160.0
2023-04-05,Headphones,West,6,573,20,2750.4
2023-04-05,Mouse,North,17,124,0,2108.0
2023-04-06,Laptop,North,2,591,20,945.6
2023-04-06,Laptop,South,18,251,20,3614.4
2023-04-06,Monitor,East,2,795,10,1431.0
2023-04-07,Laptop,West,13,486,20,5054.400000000001
2023-04-07,Monitor,North,5,1051,20,4204.0
2023-04-07,Laptop,East,11,1428,20,12566.400000000001
2023-04-08,Keyboard,West,17,167,20,2271.2000000000003
2023-04-08,Mouse,East,14,1271,10,16014.6
2023-04-08,Monitor,East,19,1434,10,24521.4
2023-04-08,Monitor,East,11,461,20,4056.8
2023-04-08,Headphones,South,8,1363,5,10358.8
2023-04-09,Laptop,East,8,379,0,3032.0
2023-04-09,Laptop,South,15,965,10,13027.5
2023-04-09,Laptop,West,4,188,0,752.0
2023-04-09,Mouse,East,18,168,15,2570.4
2023-04-09,Monitor,East,8,789,20,5049.6
2023-04-09,Headphones,West,16,1331,15,18101.6
2023-04-10,Keyboard,South,15,292,5,4161.0
2023-04-10,Laptop,North,8,865,15,5882.0
2023-04-10,Mouse,North,18,809,15,12377.699999999999
2023-04-10,Monitor,North,12,1331,10,14374.800000000001
2023-04-11,Headphones,East,7,516,15,3070.2
2023-04-11,Laptop,East,18,168,20,2419.2000000000003
2023-04-11,Headphones,South,8,321,15,2182.7999999999997
2023-04-12,Keyboard,North,13,789,20,8205.6
2023-04-12,Headphones,East,18,1450,15,22185.0
2023-04-12,Headphones,South,11,440,20,3872.0
2023-04-12,Laptop,West,3,722,10,1949.4
2023-04-12,Headphones,South,7,127,0,889.0
2023-04-13,Mouse,South,16,148,15,2012.8
2023-04-13,Headphones,East,1,1147,10,1032.3
2023-04-13,Mouse,South,11,492,5,5141.4
2023-04-13,Headphones,West,14,250,10,3150.0
2023-04-13,Keyboard,South,9,131,20,943.2
2023-04-13,Laptop,West,4,617,5,2344.6
2023-04-13,Mouse,South,12,228,0,2736.0
2023-04-14,Headphones,North,11,1034,10,10236.6
2023-04-14,Headphones,South,4,1424,15,4841.599999999999
2023-04-14,Monitor,South,3,1197,20,2872.8
2023-04-14,Headphones,South,8,890,20,5696.0
2023-04-15,Monitor,West,13,1063,0,13819.0
2023-04-15,Monitor,North,14,355,5,4721.5
2023-04-15,Monitor,West,2,613,10,1103.4
2023-04-15,Monitor,West,19,1362,10,23290.2
2023-04-16,Monitor,South,6,1160,15,5916.0
2023-04-16,Keyboard,West,13,759,0,9867.0
2023-04-16,Laptop,South,17,782,15,11299.9
2023-04-16,Keyboard,East,11,1039,20,9143.2
2023-04-16,Laptop,North,6,1303,15,6645.3
2023-04-16,Keyboard,East,6,97,15,494.7
2023-04-16,Keyboard,East,9,621,20,4471.2
2023-04-17,Monitor,North,10,69,10,621.0
2023-04-17,Headphones,East,17,273,20,3712.8
2023-04-17,Laptop,East,13,582,20,6052.8
2023-04-18,Mouse,East,14,941,10,11856.6
2023-04-18,Headphones,North,5,68,20,272.0
2023-04-18,Mouse,West,5,375,5,1781.25
2023-04-18,Monitor,South,7,1338,5,8897.699999999999
2023-04-18,Keyboard,North,4,828,15,2815.2
2023-04-19,Monitor,North,4,744,15,2529.6
2023-04-19,Mouse,South,7,182,15,1082.8999999999999
